Business,Category,Component,Latitude,Lifeline,Longitude,Source,Lifeline Name,Zipcode,Mean
Houston Port Trucking,houston port,Maritime,29.79585,6,-95.236135,Google,Transportation,77013,Below
Greater Houston Port Bureau,houston port,Maritime,29.7079779,6,-95.1404544,Google,Transportation,77503,Below
Port of Houston Authority,houston port,Maritime,29.771107300000004,6,-95.1030113,Google,Transportation,77530,Below
The Port of Houston Authority,houston port,Maritime,29.612872999999997,6,-95.025129,Google,Transportation,77586,Below
Economic Alliance Houston Port Region,houston port,Maritime,29.709092300000002,6,-95.1211168,Google,Transportation,77536,Below
Port Houston Elementary School,houston port,Maritime,29.76002889999999,6,-95.2831379,Google,Transportation,77011,Above
U.S. Customs and Border Protection - Houston Airport Service Port,houston port,Maritime,29.93807210000001,6,-95.3505345,Google,Transportation,77039,Below
Texas Port Recycling,houston port,Maritime,29.720523699999998,6,-95.2672818,Google,Transportation,77012,Below
Houston Pipe Line Co LP,houston pipeline,Pipeline,29.7601541,6,-95.3656692,Google,Transportation,77201,Above
Vonlane,buses,Mass Transit,29.757032000000002,6,-95.3687017,Yelp,Transportation,77002,Above
Select Towing,towing,Highway,29.739355087280305,6,-95.4467239379883,Yelp,Transportation,77027,Above
West University Wrecker Service,towing,Highway,29.71943,6,-95.42141,Yelp,Transportation,77005,Above
METRORail,publictransport,Mass Transit,29.73225200000001,6,-95.3823456,Yelp,Transportation,77006,Above
Metro Roadside Towing,towing,Highway,29.8112258911133,6,-95.40908813476558,Yelp,Transportation,77008,Above
Apple Towing Co,towing,Highway,29.668769800000003,6,-95.4018402,Yelp,Transportation,77054,Above
Texas Best Towing,towing,Highway,29.723190000000002,6,-95.31782,Yelp,Transportation,77023,Below
FJR Emergency Roadside Service,roadsideassist,Highway,29.685575485229503,6,-95.50863647460942,Yelp,Transportation,77036,Above
Houston Amtrak Station,trainstations,Railway,29.7676205121669,6,-95.3674662532995,Yelp,Transportation,77201,Above
Lauren Towing,roadsideassist,Highway,29.72953,6,-95.54471,Yelp,Transportation,77042,Above
Armada Towing,towing,Highway,29.826520000000002,6,-95.49625390000001,Yelp,Transportation,77092,Above
Flatbed Towing​,towing,Highway,29.777996063232397,6,-95.6132659912109,Yelp,Transportation,77079,Above
Frankie Rivers LockOut Service,roadsideassist,Highway,29.745359999999998,6,-95.4669,Yelp,Transportation,77056,Above
Med Collision Center,towing,Highway,29.699592590332,6,-95.4007186889648,Yelp,Transportation,77030,Above
Safeway Towing & Wrecker Service,towing,Highway,29.7386462,6,-95.4831011,Yelp,Transportation,77057,Above
Metrorail - Smith Lands Station,trainstations,Railway,29.6964210878472,6,-95.40483997247841,Yelp,Transportation,77030,Above
Albi Towing Services,towing,Highway,29.683120000000002,6,-95.45702,Yelp,Transportation,77025,Above
Fast Tow,towing,Highway,29.77226,6,-95.34605,Yelp,Transportation,77201,Above
Garcia's Roadside Service,roadsideassist,Highway,29.890090999999998,6,-95.406456,Yelp,Transportation,77037,Below
Echo Towing,towing,Highway,29.828162460982,6,-95.37612419575451,Yelp,Transportation,77022,Below
Discount Towing,towing,Highway,29.679979,6,-95.43955799999999,Yelp,Transportation,77025,Above
Salazar Towing,towing,Highway,29.7589950561523,6,-95.2811431884766,Yelp,Transportation,77011,Above
Greenlink Bus,buses,Mass Transit,29.7543101638367,6,-95.3638571966778,Yelp,Transportation,77010,Above
SouthWest Towing Company,towing,Highway,29.6669,6,-95.463933,Yelp,Transportation,77096,Below
Best Price 4 Towing,towing,Highway,29.725990000000003,6,-95.44151,Yelp,Transportation,77046,Above
Metro Auto Storage,towing,Highway,29.740510999999998,6,-95.35207120000001,Yelp,Transportation,77003,Above
Downtown Transit Center,metrostations,Mass Transit,29.750129699707,6,-95.37100219726558,Yelp,Transportation,77002,Above
Metrorail  Main Street Square Sb Station,publictransport,Mass Transit,29.7562429,6,-95.3655872,Yelp,Transportation,77010,Above
Prime auto towing,towing,Highway,29.693637,6,-95.651917,Yelp,Transportation,77083,Below
San Jacinto Towing,towing,Highway,29.7586669921875,6,-95.28392791748051,Yelp,Transportation,77011,Above
Metrorail - Fannin South,trainstations,Railway,29.673657079960197,6,-95.4015918403268,Yelp,Transportation,77054,Above
Priority Towing,towing,Highway,29.768929999999997,6,-95.34769,Yelp,Transportation,77201,Above
United Towing & Transport,towing,Highway,29.65945,6,-95.57515,Yelp,Transportation,77099,Below
Cycle Shuttle,towing,Highway,29.685575485229503,6,-95.50863647460942,Yelp,Transportation,77036,Above
82 - Westheimer Bus,publictransport,Mass Transit,29.741923,6,-95.408777,Yelp,Transportation,77019,Above
Reaper Towing & Recovery,towing,Highway,29.6408843994141,6,-95.2376480102539,Yelp,Transportation,77587,Below
Houston Towing,roadsideassist,Highway,29.7175951,6,-95.5114995,Yelp,Transportation,77063,Above
No Limit Towing,towing,Highway,29.81834060000001,6,-95.5249863,Yelp,Transportation,77080,Below
O & J's Towing & Recovery,towing,Highway,29.914379999999998,6,-95.37468,Yelp,Transportation,77037,Below
Tow Jam,towing,Highway,29.94240640000001,6,-95.3873468,Yelp,Transportation,77060,Below
Magnolia's Finest Wrecker Service,towing,Highway,29.695140000000002,6,-95.30036,Yelp,Transportation,77087,Above
Metro Rail Operations Center,trainstations,Railway,29.670841217041,6,-95.4019775390625,Yelp,Transportation,77054,Above
360 Towing Solutions,towing,Highway,29.71763,6,-95.50784,Yelp,Transportation,77063,Above
Delta Towing,towing,Highway,29.730803,6,-95.42890899999999,Yelp,Transportation,77046,Above
Pepe's Wrecker Service,towing,Highway,29.8504371643066,6,-95.47311401367192,Yelp,Transportation,77092,Above
Rescue Wrecker Lockout Tire & Winch,roadsideassist,Highway,29.7370261,6,-95.5679552,Yelp,Transportation,77042,Above
Road Dog Wreckers,towing,Highway,29.84762000000001,6,-95.25848,Yelp,Transportation,77078,Below
Fiesta Wrecker Service,towing,Highway,29.63893,6,-95.32566,Yelp,Transportation,77048,Below
Northwest Transit Center,busstations,Mass Transit,29.783129,6,-95.455609,Yelp,Transportation,77008,Above
Towing R Us,towing,Highway,29.729429999999997,6,-95.52790999999999,Yelp,Transportation,77063,Above
SafeClear,towing,Highway,29.7601852416992,6,-95.36935424804692,Yelp,Transportation,77201,Above
Odell's Wrecker Service,towing,Highway,29.85186,6,-95.50832,Yelp,Transportation,77040,Above
Haulin' Iron Towing & Recovery,towing,Highway,29.96985564313169,6,-95.485402390213,Yelp,Transportation,77066,Below
Best Houston Towing & Roadside Assistance,roadsideassist,Highway,29.748329,6,-95.382361,Yelp,Transportation,77006,Above
Calderon Towing,towing,Highway,29.9256,6,-95.57183,Yelp,Transportation,77064,Below
Ensemble/HCC METRORail light rail,metrostations,Mass Transit,29.739034999999998,6,-95.3791,Yelp,Transportation,77006,Above
Quintana's,roadsideassist,Highway,29.9597148895264,6,-95.3398056030273,Yelp,Transportation,77032,Above
Museum District METRORail station,metrostations,Mass Transit,29.724771580401807,6,-95.389141305835,Yelp,Transportation,77004,Above
Cody's Wrecker Service,towing,Highway,29.701175758182202,6,-95.4405944421887,Yelp,Transportation,77025,Above
South Central Towing & Recovery,towing,Highway,29.740213394165,6,-95.30432891845699,Yelp,Transportation,77011,Above
United Roadside & Towing Service,towing,Highway,29.750735,6,-95.500778,Yelp,Transportation,77057,Above
Lazkas Towing,towing,Highway,29.759956,6,-95.362534,Yelp,Transportation,77201,Above
Harris County Writ Towing & Storage,towing,Highway,29.88769000000001,6,-95.45338000000001,Yelp,Transportation,77088,Below
Delta Towing and Roadside Assistance,roadsideassist,Highway,29.757297899999998,6,-95.3652734,Yelp,Transportation,77010,Above
Lockwood Vehicle Storage,towing,Highway,29.751517659303,6,-95.3222524655456,Yelp,Transportation,77020,Above
Tornado Bus Company,buses,Mass Transit,29.798979,6,-95.381315,Yelp,Transportation,77009,Above
Central Station Rusk,trainstations,Railway,29.7577531392211,6,-95.36274629654241,Yelp,Transportation,77010,Above
Convention District Westbound Station,trainstations,Railway,29.754988542869306,6,-95.3563329637543,Yelp,Transportation,77010,Above
Automobile Recovery Bureau,towing,Highway,29.615809999999996,6,-95.42135,Yelp,Transportation,77045,Above
24/7 On Call Towing,towing,Highway,29.7936067910173,6,-95.45678827911621,Yelp,Transportation,77008,Above
Wheeler Station,trainstations,Railway,29.732739000000002,6,-95.383358,Yelp,Transportation,77006,Above
V1 Towing,roadsideassist,Highway,29.69682502746581,6,-95.6466751098633,Yelp,Transportation,77083,Below
Golden Towing,roadsideassist,Highway,29.67455,6,-95.55431999999999,Yelp,Transportation,77031,Below
Best Tow,towing,Highway,29.7530499,6,-95.3097534,Yelp,Transportation,77011,Above
Homer's Wrecker Service,towing,Highway,29.70898,6,-95.29858,Yelp,Transportation,77023,Below
Golden Towing,roadsideassist,Highway,29.813029999999998,6,-95.57228,Yelp,Transportation,77043,Below
South Wayside Auto Storage,towing,Highway,29.6792853350244,6,-95.319108725756,Yelp,Transportation,77087,Above
T & T Motors,towing,Highway,29.8348083496094,6,-95.3348846435547,Yelp,Transportation,77093,Above
Holmes Road Auto Storage,towing,Highway,29.673547236940497,6,-95.3843585774302,Yelp,Transportation,77051,Below
Houston Roadside Assistance,roadsideassist,Highway,29.7610168,6,-95.3695297,Yelp,Transportation,77201,Above
Quick Towing,towing,Highway,29.759956,6,-95.362534,Yelp,Transportation,77201,Above
Super Towing & Roadside Assistance,towing,Highway,29.765272140502898,6,-95.3657684326172,Yelp,Transportation,77201,Above
JTT Enterprises,towing,Highway,29.9982588,6,-95.1730393,Yelp,Transportation,77346,Below
Jackson's Wrecker Service,towing,Highway,29.733459999999997,6,-95.49455,Yelp,Transportation,77057,Above
Alamo's Bus Service,buses,Mass Transit,29.690759000000003,6,-95.31697,Yelp,Transportation,77087,Above
G&P Auto Electric & Towing,towing,Highway,29.749545,6,-95.321464,Yelp,Transportation,77020,Above
Roadside Assistance Now - Houston,towing,Highway,29.7588439112909,6,-95.3557024209693,Yelp,Transportation,77010,Above
Houston SouthWest Towing,towing,Highway,29.6741,6,-95.53855,Yelp,Transportation,77031,Below
Bell's Towing,towing,Highway,29.7714195,6,-95.3477402,Yelp,Transportation,77201,Above
Omega Roadside Assistance,towing,Highway,29.9053802490234,6,-95.310302734375,Yelp,Transportation,77039,Below
Gregory's Towing,towing,Highway,29.79168,6,-95.96329,Yelp,Transportation,77423,Below
5B's Towing & Recovery,towing,Highway,29.6385116577148,6,-95.4286727905273,Yelp,Transportation,77045,Above
Tidwell Auto Storage,towing,Highway,29.847776,6,-95.472008,Yelp,Transportation,77092,Above
SR Towing Unlimited,towing,Highway,29.6859321594238,6,-95.30337524414058,Yelp,Transportation,77087,Above
JC Towing & Recovery,towing,Highway,29.826505199999996,6,-95.4672962,Yelp,Transportation,77092,Above
Bell Roadside Care,roadsideassist,Highway,29.9465847015381,6,-95.45648193359379,Yelp,Transportation,77067,Below
Point 2 Point Towing,towing,Highway,29.807649600000005,6,-95.46584320000001,Yelp,Transportation,77092,Above
Westside Wrecker Service,towing,Highway,29.845309999999998,6,-95.38033,Yelp,Transportation,77076,Above
Camel Towing & Recovery,towing,Highway,29.45864000000001,6,-95.23532,Yelp,Transportation,77546,Below
Luna Towing & Recovery,towing,Highway,29.86826,6,-95.40089990000001,Yelp,Transportation,77076,Above
Kare Auto Tow,towing,Highway,29.864587,6,-95.62355500000001,Yelp,Transportation,77041,Above
A1 Fast Tow & Auto Repair,towing,Highway,29.77218400000001,6,-95.345955,Yelp,Transportation,77201,Above
Twin Cities Towing,towing,Highway,29.584521000000002,6,-95.776841,Yelp,Transportation,77406,Below
Greenroad Towing,towing,Highway,29.694852025892,6,-95.38779791618471,Yelp,Transportation,77054,Above
Turimex Internacional,buses,Mass Transit,29.735668,6,-95.300751,Yelp,Transportation,77011,Above
Ace Roadside Assistance - Mobile Tire Shop,roadsideassist,Highway,29.544245,6,-95.330749,Yelp,Transportation,77584,Below
Mannys Towing Service,towing,Highway,29.696537017822298,6,-95.6459197998047,Yelp,Transportation,77083,Below
Houston's Finest Wreckers,towing,Highway,29.6792076696666,6,-95.4159438920307,Yelp,Transportation,77054,Above
Aggressive Towing & Storage,towing,Highway,30.1251831,6,-95.41822140000001,Yelp,Transportation,77380,Below
Primeco Auto Towing,towing,Highway,29.8112258911133,6,-95.40908813476558,Yelp,Transportation,77008,Above
Miller & Sons Wrecker Service,towing,Highway,29.82472000000001,6,-95.3341,Yelp,Transportation,77026,Above
Jaslee,towing,Highway,29.845309999999998,6,-95.38033,Yelp,Transportation,77076,Above
Dan Wheeler Wrecker Service,towing,Highway,29.84706503456901,6,-95.40927631563991,Yelp,Transportation,77018,Above
Santana Wrecker Service,towing,Highway,29.8415183,6,-95.44169509999999,Yelp,Transportation,77018,Above
Santana Towing,towing,Highway,29.8415183,6,-95.44169509999999,Yelp,Transportation,77018,Above
TEXAS RELIABLE TOWING,towing,Highway,29.672484830788804,6,-95.2836027368903,Yelp,Transportation,77017,Above
GRS Towing,towing,Highway,29.838787078857397,6,-95.46446990966801,Yelp,Transportation,77092,Above
Towing Roadside Associates,roadsideassist,Highway,29.90428,6,-95.48698,Yelp,Transportation,77086,Below
Towing Katy,towing,Highway,29.75875,6,-95.77815,Yelp,Transportation,77450,Below
Arrow Towing,towing,Highway,29.737951000000002,6,-95.56819109999999,Yelp,Transportation,77042,Above
Q & Y Towing,towing,Highway,29.736659999999997,6,-95.63852,Yelp,Transportation,77082,Below
Gomez Towing,towing,Highway,29.57937,6,-95.48852,Yelp,Transportation,77053,Below
Silver Eagle Towing,towing,Highway,29.7296714782715,6,-95.603515625,Yelp,Transportation,77077,Above
Wreckamended Towing,towing,Highway,29.949398,6,-95.559907,Yelp,Transportation,77064,Below
Roadside Service & More,roadsideassist,Highway,29.79595,6,-95.72799,Yelp,Transportation,77449,Below
KBR Towing Service,towing,Highway,29.77262,6,-96.12399,Yelp,Transportation,77474,Below
Low Cost Towing,towing,Highway,29.79595,6,-95.72799,Yelp,Transportation,77449,Below
Jeff Smith Towing,towing,Highway,29.73003,6,-94.95487,Yelp,Transportation,77520,Below
Champion Auto Towing,towing,Highway,30.024316787719695,6,-95.5186309814453,Yelp,Transportation,77379,Above
EMC Towing,towing,Highway,30.13779000000001,6,-95.2197599,Yelp,Transportation,77365,Below
Ready Auto Tow,towing,Highway,29.925312199999997,6,-95.6688647,Yelp,Transportation,77095,Below
On Site Towing,towing,Highway,29.950578000000004,6,-95.30343559999999,Yelp,Transportation,77032,Above
Brother's Towing Service,towing,Highway,29.86003,6,-95.38391,Yelp,Transportation,77076,Above
Hookem & Pullem,towing,Highway,29.665038,6,-95.657609,Yelp,Transportation,77083,Below
Recovery Associates Towing,towing,Highway,30.00259008240589,6,-95.2703218330658,Yelp,Transportation,77338,Below
Q & Y Towing,towing,Highway,29.69094,6,-95.69999,Yelp,Transportation,77407,Below
H Town Towing,towing,Highway,29.7906272,6,-95.71897750000001,Yelp,Transportation,77094,Below
3rd Coast Wrecker Service,towing,Highway,29.65787000000001,6,-95.63266999999999,Yelp,Transportation,77498,Below
Blessed Towing,towing,Highway,29.826017699999998,6,-95.7510475,Yelp,Transportation,77449,Below
R & G Towing,towing,Highway,29.826890000000002,6,-95.72065,Yelp,Transportation,77449,Below
Hero Towing,towing,Highway,29.880353999999997,6,-95.685973,Yelp,Transportation,77095,Below
Harris County Household Hazardous Waste Collection Facility,hazardous waste,Facilities,29.868663,7,-95.54192629999999,Google,Hazardous Material,77040,Above
SWM - Environmental Services Center,hazardous waste,Facilities,29.6496414,7,-95.4644161,Google,Hazardous Material,77035,Below
US Ecology,hazardous waste,Facilities,29.640732,7,-95.084564,Google,Hazardous Material,77507,Below
Astro Waste Inc. / Best Pick Disposal Inc.,hazardous waste,Facilities,29.856011,7,-95.580354,Google,Hazardous Material,77041,Above
Southwaste Disposal LLC,hazardous waste,Facilities,29.787123100000002,7,-95.6659649,Google,Hazardous Material,77094,Below
"V.F. Waste Services, LLC",hazardous waste,Facilities,29.7197632,7,-95.52576440000001,Google,Hazardous Material,77063,Above
Westpark Consumer Recycling Center,hazardous waste,Facilities,29.7249,7,-95.483326,Google,Hazardous Material,77081,Above
Clean Harbors Environmental,hazardous waste,Facilities,29.731709000000002,7,-95.096464,Google,Hazardous Material,77536,Below
Control Waste Services,hazardous waste,Facilities,29.9630729,7,-95.5138731,Google,Hazardous Material,77066,Below
Clean Harbors Environmental,hazardous waste,Facilities,29.7083049,7,-95.0913199,Google,Hazardous Material,77536,Below
Clean Harbors Environmental,hazardous waste,Facilities,29.628897600000002,7,-95.1615555,Google,Hazardous Material,77505,Below
Mongtomery County Precinct 3 Residential Recycling Center,hazardous waste,Facilities,30.113026,7,-95.4533325,Google,Hazardous Material,77380,Below
Southwaste Disposal-Hurst,hazardous waste,Facilities,29.786739,7,-95.428428,Google,Hazardous Material,77008,Above
Houston Medical Waste Disposal,hazardous waste,Facilities,29.756277100000002,7,-95.3656347,Google,Hazardous Material,77010,Above
Veolia North America - Houston Office,hazardous waste,Facilities,29.9429865,7,-95.31861540000001,Google,Hazardous Material,77032,Above
Stericycle,hazardous waste,Facilities,29.546624199999997,7,-95.4440515,Google,Hazardous Material,77545,Below
Veolia Environmental Services,hazardous waste,Facilities,29.998167600000002,7,-95.26303459999998,Google,Hazardous Material,77338,Below
Excel Industrial Group LLC,hazardous waste,Facilities,30.02458,7,-95.73471,Google,Hazardous Material,77377,Below
Stericycle,hazardous waste,Facilities,29.7099191,7,-95.4590035,Google,Hazardous Material,77401,Above
Waste Management - Atascocita Security Landfill,hazardous waste,Facilities,29.9570817,7,-95.2432422,Google,Hazardous Material,77396,Below
WA Parish Plant,nuclear power plant,Facilities,29.472617,7,-95.6439409,Google,Hazardous Material,77469,Below
Calpine Deer Park Energy Center,nuclear power plant,Facilities,29.7119946,7,-95.1340036,Google,Hazardous Material,77536,Below
Brazos Valley Energy Power Plant,nuclear power plant,Facilities,29.472493,7,-95.6231814,Google,Hazardous Material,77469,Below
Biofuels Power Corporation,nuclear power plant,Facilities,29.650373300000002,7,-95.4509174,Google,Hazardous Material,77045,Above
EIF Channelview Cogeneration,nuclear power plant,Facilities,29.8382266,7,-95.124381,Google,Hazardous Material,77049,Below
NRC Industries,nuclear power plant,Facilities,29.8754691,7,-95.5938184,Google,Hazardous Material,77041,Above
TH Wharton Generating Station,nuclear power plant,Facilities,29.9450784,7,-95.52774570000001,Google,Hazardous Material,77064,Below
Channel Energy Center,nuclear power plant,Facilities,29.718638000000002,7,-95.2320671,Google,Hazardous Material,77506,Below
GE Oil & Gas,nuclear power plant,Facilities,29.908555800000002,7,-95.4971123,Google,Hazardous Material,77086,Below
NRG Texas LLC,nuclear power plant,Facilities,29.4793017,7,-95.6312149,Google,Hazardous Material,77469,Below
"Gridforce Energy Management, LLC",nuclear power plant,Facilities,29.753374199999996,7,-95.3657403,Google,Hazardous Material,77002,Above
Kinder Morgan Energy,nuclear power plant,Facilities,29.53092999999999,7,-95.26637740000001,Google,Hazardous Material,77581,Below
NRG San Jacinto Power Plant,nuclear power plant,Facilities,29.694345000000002,7,-95.0402861,Google,Hazardous Material,77571,Above
GE Energy,nuclear power plant,Facilities,29.7560243,7,-95.1111836,Google,Hazardous Material,77530,Below
